2008-09-18	01:35:23.9
2008-03-07	01:38:27.8
2008-03-26	01:35:45.3
2008-10-17	01:44:46.7
2008-06-19	01:39:58.4
2008-09-07	01:40:38.1
2008-10-28	01:59:43.5
2008-11-06	01:43:59.6
2008-08-04	01:36:52.6
2008-02-17	01:32:12.1
2008-10-18	01:32:17.5
2008-04-30	01:35:22.9
2008-04-12	01:39:56.3
2008-05-09	01:39:39.5
2008-11-03	01:53:51.6
2008-04-09	01:42:53.9
2008-12-12	01:38:25.9
2008-08-07	01:50:48.1
2008-08-31	01:47:08.6
2008-06-13	01:55:41.3
2008-10-04	01:47:23.0
2008-08-25	01:51:17.4
2008-11-01	01:41:30.2
2008-03-02	01:43:43.4
2008-09-28	01:49:03.6
2008-08-05	01:30:55.2
2008-01-03	01:33:04.0
2008-10-06	01:31:04.6
2008-08-05	01:37:04.0
2008-12-21	01:43:24.9
2008-03-06	01:48:07.5
2008-10-06	01:57:01.0
2008-03-09	01:55:58.4
2008-05-15	01:32:31.9
2008-06-24	01:36:30.6
2008-11-29	01:58:01.1
2008-12-11	01:56:01.7
2008-05-17	01:39:22.4
2008-05-05	01:38:34.0
2008-12-10	01:35:39.3
2008-01-08	01:33:41.9
2008-04-24	01:35:45.1
2008-08-24	01:44:48.5
2008-04-08	01:47:42.7
2008-12-17	01:41:12.4
2008-02-08	01:50:33.1
2008-02-26	01:53:18.4
2008-08-18	01:54:56.7
2008-10-20	01:32:53.8
2008-09-26	01:48:44.4
2008-06-11	01:49:36.8
2008-06-08	01:51:16.3
2008-06-15	01:52:31.6
2008-08-22	01:44:25.9
2008-12-30	01:42:57.6
2008-02-24	01:50:24.5
2008-05-26	01:57:56.8
2008-09-12	01:32:39.7
2008-12-22	01:56:13.5
2008-10-12	01:54:38.6
2008-12-30	01:56:24.5
2008-12-03	01:42:07.8
2008-12-09	01:56:19.4
2008-07-21	01:42:14.6
2008-05-15	01:55:13.2
2008-03-29	01:39:45.7
2008-08-17	01:39:14.2
2008-04-25	01:54:03.3
2008-02-25	01:58:56.5
2008-05-19	01:58:17.7
2008-11-02	01:43:27.0
2008-02-23	01:43:53.2
2008-09-10	01:41:45.1
2008-04-08	01:48:41.6
2008-08-31	01:50:33.1
2008-07-31	01:52:19.3
2008-08-01	01:39:08.8
2008-12-19	01:36:29.5
2008-09-18	01:44:05.2
2008-04-12	01:39:57.9
2008-02-23	01:47:30.7
2008-04-06	01:41:12.3
2008-01-24	01:53:54.7
2008-06-03	01:36:10.6
2008-04-20	01:41:59.8
2008-04-14	01:52:08.8
2008-10-12	01:32:18.7
2008-06-03	01:36:36.3
2008-05-08	01:30:59.1
2008-11-17	01:46:34.0
2008-03-10	01:51:57.1
2008-08-20	01:53:15.7
2008-01-18	01:42:29.1
2008-11-16	01:35:04.2
2008-02-19	01:46:30.4
2008-07-18	01:47:54.4
2008-04-09	01:52:58.2
2008-07-22	01:32:36.5
2008-02-13	01:41:44.9
2008-04-01	01:46:50.9
2008-03-13	01:42:17.6
2008-01-24	01:56:57.2
2008-01-03	01:33:29.3
2008-06-15	01:48:34.6
2008-10-28	01:41:10.3
2008-02-18	01:38:23.3
2008-05-03	01:55:00.5
2008-08-24	01:55:17.1
2008-09-16	01:51:29.9
2008-11-15	01:59:28.4
2008-05-15	01:52:36.6
2008-02-24	01:43:31.2
2008-07-26	01:55:20.3
2008-09-29	01:56:16.7
2008-08-23	01:36:23.8
2008-10-19	01:39:20.1
2008-08-20	01:47:06.1
2008-12-15	01:59:03.9
2008-08-05	01:52:00.7
2008-06-29	01:48:54.9
2008-08-13	01:49:10.8
2008-12-02	01:54:23.3
2008-11-25	01:56:19.6
2008-05-11	01:51:39.5
2008-08-29	01:36:01.4
2008-02-02	01:36:33.3
2008-04-28	01:33:27.5
2008-01-16	01:41:26.0
2008-06-04	01:32:22.9
2008-11-05	01:36:04.9
2008-11-13	01:35:42.3
2008-11-23	01:52:49.8
2008-12-16	01:47:36.8
2008-11-01	01:48:18.1
2008-08-09	01:30:10.7
2008-01-13	01:56:39.4
2008-06-23	01:43:49.8
2008-10-11	01:43:14.6
2008-01-07	01:53:44.2
2008-01-20	01:52:03.2
2008-06-14	01:57:19.5
2008-12-30	01:42:03.7
2008-09-17	01:43:56.3
2008-10-15	01:46:41.9
2008-10-30	01:42:20.9
2008-10-05	01:48:11.2
2008-06-02	01:37:10.7
2008-03-11	01:42:39.4
2008-09-30	01:35:30.9
2008-01-13	01:43:24.9
2008-08-22	01:43:27.4
2008-05-11	01:58:01.1
2008-01-27	01:43:14.1
2008-07-08	01:52:54.2
2008-08-14	01:31:35.6
2008-06-30	01:36:31.6
2008-04-02	01:46:05.6
2008-05-16	01:51:49.2
2008-11-07	01:58:29.5
2008-01-13	01:40:07.0
2008-10-08	01:37:23.8
2008-11-24	01:53:38.3
2008-07-22	01:30:59.7
2008-10-19	01:53:16.0
2008-05-01	01:34:15.4
2008-10-11	01:36:08.4
2008-06-01	01:36:47.7
2008-05-13	01:58:32.8
2008-02-04	01:52:14.9
2008-03-04	01:45:13.0
2008-09-19	01:41:46.9
2008-08-20	01:32:59.9
2008-11-01	01:43:20.6
2008-07-26	01:38:49.0
2008-10-12	01:42:43.6
2008-02-04	01:37:21.3
2008-11-09	01:41:11.1
2008-06-08	01:56:22.8
2008-06-19	01:57:36.3
2008-10-12	01:36:37.6
2008-01-13	01:39:44.3
2008-09-28	01:55:44.2
2008-10-08	01:32:43.7
2008-07-24	01:45:30.5
2008-01-22	01:57:56.9
2008-09-08	01:46:49.8
2008-08-02	01:58:01.1
2008-01-02	01:35:47.6
2008-03-24	01:36:52.0
2008-09-29	01:32:53.6
2008-05-22	01:51:29.5
2008-05-22	01:38:41.4
2008-07-01	01:42:52.3
2008-01-12	01:44:42.3
2008-12-04	01:34:21.0
2008-09-30	01:36:38.1
2008-07-15	01:55:04.9
2008-07-27	01:39:12.5
2008-01-24	01:36:41.8
2008-09-27	01:35:32.8
2008-11-19	01:31:11.1
2008-11-14	01:30:23.9
2008-12-16	01:31:28.4
2008-11-21	01:53:34.5
2008-09-06	01:54:35.0
2008-04-28	01:48:52.3
2008-06-27	01:49:49.1
2008-12-25	01:30:56.2
2008-05-10	01:36:04.7
2008-07-23	01:48:57.4
2008-01-24	01:52:07.5
2008-12-21	01:32:38.8
2008-10-29	01:57:59.6
2008-10-24	01:46:27.6
2008-03-29	01:40:55.5
2008-12-30	01:33:57.9
2008-08-13	01:36:17.5
2008-08-10	01:49:16.1
2008-08-03	01:31:09.4
2008-11-27	01:37:54.8
2008-08-02	01:56:13.9
2008-01-24	01:54:06.5
2008-04-10	01:36:56.1
2008-10-18	01:41:12.2
2008-01-05	01:35:19.0
2008-05-13	01:38:01.3
2008-03-24	01:40:44.4
2008-07-04	01:51:39.6
2008-07-12	01:37:16.2
2008-03-30	01:33:31.3
2008-05-15	01:37:32.7
2008-05-04	01:37:26.2
2008-01-01	01:47:42.0
2008-11-29	01:42:34.2
2008-01-31	01:50:29.8
2008-02-24	01:51:52.6
2008-10-31	01:42:07.7
2008-08-19	01:59:54.1
2008-07-17	01:42:29.8
2008-04-14	01:48:55.8
2008-06-16	01:58:25.9
2008-04-05	01:33:00.1
2008-12-15	01:49:31.6
2008-02-14	01:35:52.7
2008-06-24	01:40:15.7
2008-08-28	01:47:12.9
2008-04-07	01:40:04.9
2008-07-26	01:49:45.7
2008-04-16	01:33:23.0
2008-05-03	01:50:28.8
2008-01-11	01:35:01.1
2008-10-28	01:38:45.7
2008-07-01	01:57:23.5
2008-10-18	01:40:14.6
2008-11-25	01:31:00.4
2008-10-31	01:55:34.2
2008-06-07	01:39:28.2
2008-10-04	01:54:06.5
2008-06-26	01:46:02.0
2008-06-25	01:30:55.0
2008-01-30	01:57:09.1
2008-06-03	01:45:23.9
2008-02-13	01:44:43.4
2008-10-15	01:38:43.5
2008-09-06	01:42:07.6
2008-06-15	01:35:28.3
2008-09-25	01:35:41.5
2008-10-13	01:53:55.1
2008-11-11	01:33:38.8
2008-03-19	01:45:25.5
2008-10-21	01:51:40.5
2008-01-31	01:44:17.3
2008-09-28	01:48:49.5
2008-04-25	01:48:43.9
2008-03-02	01:56:55.7
2008-03-31	01:39:45.0
2008-10-19	01:47:12.2
2008-02-28	01:42:49.9
2008-06-02	01:56:34.0
2008-10-26	01:31:48.1
2008-09-19	01:47:21.7
2008-09-28	01:49:28.5
2008-02-09	01:37:17.4
2008-12-25	01:35:22.8
2008-02-10	01:58:17.0
2008-03-06	01:49:32.8
2008-10-11	01:37:12.6
2008-07-29	01:42:03.5
2008-02-20	01:36:39.4
2008-01-03	01:55:13.9
2008-04-21	01:44:27.3
2008-06-16	01:53:08.1
2008-06-17	01:33:02.2
2008-08-31	01:58:25.4
2008-09-15	01:44:35.0
2008-05-04	01:59:18.2
2008-02-20	01:43:30.4
2008-05-08	01:41:48.1
2008-03-20	01:40:27.6
2008-04-06	01:38:37.4
2008-02-13	01:42:39.0
2008-08-06	01:33:39.7
2008-04-07	01:49:48.4
2008-06-04	01:56:15.4
2008-05-21	01:43:44.8
2008-09-10	01:37:00.8
2008-12-07	01:37:28.5
2008-12-09	01:45:13.3
2008-07-31	01:31:07.5
2008-03-27	01:54:02.5
2008-08-08	01:47:22.6
2008-03-20	01:32:57.9
2008-04-19	01:44:23.6
2008-01-17	01:53:19.7
2008-02-12	01:31:18.6
2008-11-07	01:58:33.8
2008-02-29	01:34:38.5
2008-02-11	01:31:03.4
2008-05-19	01:39:22.9
2008-07-14	01:44:27.2
2008-03-10	01:43:42.2
2008-12-28	01:38:39.9
2008-03-10	01:32:05.8
2008-04-05	01:40:27.7
2008-10-17	01:54:24.9
2008-05-19	01:42:54.6
2008-08-31	01:47:26.8
2008-10-21	01:57:24.5
2008-05-10	01:38:21.2
2008-11-06	01:59:34.2
2008-07-01	01:45:32.1
2008-07-07	01:37:16.0
2008-05-11	01:43:48.4
2008-04-09	01:53:13.7
2008-05-24	01:46:32.0
2008-05-12	01:51:05.9
2008-02-06	01:47:27.5
2008-01-15	01:45:16.8
2008-04-14	01:39:38.5
2008-07-20	01:49:44.6
2008-10-28	01:32:28.0
2008-09-20	01:53:53.5
2008-07-08	01:55:30.2
2008-11-03	01:47:57.5
2008-04-09	01:33:39.6
2008-06-29	01:49:35.1
2008-10-07	01:47:06.1
2008-05-26	01:48:58.7
2008-05-20	01:40:46.0
2008-08-10	01:50:23.0
2008-07-16	01:42:04.8
2008-05-31	01:50:42.1
2008-10-24	01:57:02.3
2008-12-14	01:34:12.6
2008-07-21	01:32:34.3
2008-11-20	01:56:34.6
2008-06-26	01:35:55.0
2008-06-22	01:46:28.9
2008-04-29	01:54:00.6
2008-12-01	01:34:21.3
2008-12-22	01:31:38.4
2008-04-23	01:58:47.0
2008-05-03	01:51:34.1
2008-09-28	01:35:06.6
2008-09-01	01:38:27.8
2008-09-03	01:57:38.4
2008-09-06	01:37:51.7
2008-04-14	01:40:32.2
2008-10-01	01:46:05.8
2008-04-30	01:41:55.9
2008-02-20	01:51:50.7
2008-02-20	01:50:37.0
2008-10-13	01:49:53.6
2008-01-02	01:44:08.3
2008-10-02	01:39:21.4
2008-10-28	01:54:16.0
2008-02-14	01:45:28.1
2008-07-01	01:43:36.6
2008-08-24	01:56:40.9
2008-10-31	01:45:37.0
2008-07-10	01:39:56.4
2008-09-07	01:55:56.1
2008-12-23	01:39:59.4
2008-09-19	01:57:25.0
2008-01-19	01:43:22.9
2008-12-02	01:57:25.9
2008-01-23	01:46:27.4
2008-04-20	01:36:32.4
2008-09-25	01:54:24.2
2008-10-21	01:43:51.7
2008-05-26	01:40:46.8
2008-10-29	01:45:39.8
2008-01-10	01:48:22.2
2008-08-29	01:49:28.9
2008-12-19	01:43:22.1
2008-02-01	01:39:41.1
2008-03-15	01:39:41.7
2008-10-21	01:55:50.1
2008-06-15	01:37:05.7
2008-04-02	01:30:46.6
2008-09-10	01:45:44.5
2008-09-11	01:43:07.2
2008-11-27	01:50:38.8
2008-07-14	01:43:04.9
2008-10-21	01:53:39.1
2008-07-21	01:43:49.6
2008-04-03	01:56:40.7
2008-12-07	01:52:25.2
2008-01-18	01:43:39.6
2008-02-24	01:58:50.8
2008-12-02	01:39:31.3
2008-07-17	01:42:23.3
2008-03-03	01:32:42.0
2008-09-01	01:47:19.2
2008-12-02	01:52:01.7
2008-06-23	01:30:59.0
2008-10-23	01:55:57.3
2008-02-11	01:44:30.8
2008-12-06	01:53:09.6
2008-09-08	01:52:47.0
2008-08-16	01:50:29.9
2008-05-01	01:40:45.7
2008-07-27	01:47:04.1
2008-12-02	01:37:35.8
2008-01-08	01:59:37.5
2008-04-07	01:49:51.0
2008-11-14	01:44:01.0
2008-07-05	01:36:28.0
2008-09-19	01:38:58.1
2008-07-11	01:53:05.9
2008-10-04	01:40:56.3
2008-10-17	01:39:17.2
2008-11-28	01:32:54.7
2008-03-09	01:45:35.7
2008-05-06	01:48:32.2
2008-11-13	01:40:51.4
2008-01-24	01:57:32.6
2008-07-06	01:57:01.8
2008-02-15	01:46:46.1
2008-03-12	01:53:36.0
2008-01-18	01:57:09.3
2008-12-06	01:56:06.7
2008-03-22	01:46:59.9
2008-08-16	01:51:11.5
2008-09-18	01:33:05.1
2008-03-02	01:30:03.3
2008-08-12	01:58:03.5
2008-07-02	01:42:21.6
2008-10-10	01:33:16.3
2008-01-05	01:45:34.7
2008-03-17	01:43:06.1
2008-01-19	01:50:58.4
2008-10-03	01:39:39.0
2008-05-22	01:40:51.5
2008-03-24	01:45:48.1
2008-06-28	01:31:43.0
2008-09-14	01:55:06.3
2008-10-28	01:41:13.1
2008-06-13	01:52:46.0
2008-07-19	01:56:57.4
2008-11-15	01:41:51.6
2008-02-18	01:30:13.8
2008-02-29	01:51:35.6
2008-11-02	01:30:56.5
2008-01-02	01:50:49.3
2008-02-24	01:54:52.5
2008-08-23	01:30:00.2
2008-05-28	01:51:48.3
2008-09-29	01:51:39.3
2008-08-21	01:54:54.6
2008-01-11	01:36:38.4
2008-08-02	01:54:11.9
2008-05-16	01:47:13.2
2008-03-23	01:41:21.4
2008-08-03	01:33:03.2
2008-12-30	01:43:35.9
2008-06-25	01:30:40.5
2008-04-07	01:55:25.7
2008-08-15	01:58:17.7
2008-07-30	01:38:02.4
2008-07-16	01:56:27.6
2008-01-05	01:45:42.8
2008-11-12	01:38:16.6
2008-07-12	01:59:26.6
2008-03-26	01:33:50.9
2008-08-29	01:33:54.7
2008-03-08	01:36:12.8
2008-07-04	01:45:00.6
2008-07-21	01:44:55.4
2008-03-10	01:37:01.4
2008-08-30	01:43:14.3
2008-07-14	01:33:18.5
2008-10-27	01:37:35.4
2008-08-08	01:50:27.7
2008-06-04	01:42:29.7
2008-10-14	01:56:18.6
2008-07-21	01:31:16.1
2008-10-19	01:42:16.0
2008-12-23	01:37:19.8
2008-01-30	01:51:58.4
2008-12-17	01:45:59.2
2008-05-13	01:39:42.7
2008-04-08	01:52:09.3
2008-05-11	01:42:23.9
2008-10-01	01:46:24.5
2008-05-27	01:57:55.5
2008-09-27	01:52:03.6
2008-11-23	01:56:55.0
2008-02-08	01:56:38.4
2008-04-12	01:46:39.7
2008-05-05	01:51:39.2
2008-08-28	01:41:37.8
2008-09-06	01:53:23.8
2008-08-27	01:48:53.6
2008-10-10	01:57:30.2
2008-07-23	01:41:50.9
2008-05-09	01:47:52.7
2008-08-28	01:36:50.7
2008-06-26	01:55:21.6
2008-03-29	01:33:41.6
2008-07-27	01:39:15.0
2008-02-29	01:57:30.1
2008-04-02	01:44:39.5
2008-11-02	01:44:33.9
2008-12-08	01:40:33.0
